end_week,state,sex,age_group_new,covid_19_deaths,total_deaths
2020-10-03T00:00:00.000,Indiana,Female,50-64 years,158,3266
2020-10-03T00:00:00.000,Indiana,Female,55-64 years,129,2642
2020-10-03T00:00:00.000,Indiana,Female,65-74 years,296,4242
2020-10-03T00:00:00.000,Indiana,Female,75-84 years,511,5895
2020-10-03T00:00:00.000,Indiana,Female,85 years and over,771,8818
2020-10-03T00:00:00.000,Indiana,Unknown,All Ages,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,Under 1 year,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,0-17 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Indiana,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Iowa,All Sexes,All Ages,1375,21563
2020-10-03T00:00:00.000,Iowa,Male,All Ages,713,10929
2020-10-03T00:00:00.000,Iowa,Male,Under 1 year,0,47
2020-10-03T00:00:00.000,Iowa,Male,0-17 years,0,107
2020-10-03T00:00:00.000,Iowa,Male,1-4 years,0,13
2020-10-03T00:00:00.000,Iowa,Male,5-14 years,0,22
2020-10-03T00:00:00.000,Iowa,Male,15-24 years,0,134
2020-10-03T00:00:00.000,Iowa,Male,18-29 years,,206
2020-10-03T00:00:00.000,Iowa,Male,25-34 years,,215
2020-10-03T00:00:00.000,Iowa,Male,30-49 years,24,663
2020-10-03T00:00:00.000,Iowa,Male,35-44 years,13,300
2020-10-03T00:00:00.000,Iowa,Male,45-54 years,35,626
2020-10-03T00:00:00.000,Iowa,Male,50-64 years,125,1910
2020-10-03T00:00:00.000,Iowa,Male,55-64 years,98,1529
2020-10-03T00:00:00.000,Iowa,Male,65-74 years,163,2375
2020-10-03T00:00:00.000,Iowa,Male,75-84 years,181,2691
2020-10-03T00:00:00.000,Iowa,Male,85 years and over,218,2977
2020-10-03T00:00:00.000,Iowa,Female,All Ages,662,10633
2020-10-03T00:00:00.000,Iowa,Female,Under 1 year,,46
2020-10-03T00:00:00.000,Iowa,Female,0-17 years,,73
2020-10-03T00:00:00.000,Iowa,Female,1-4 years,,
2020-10-03T00:00:00.000,Iowa,Female,5-14 years,0,11
2020-10-03T00:00:00.000,Iowa,Female,15-24 years,,42
2020-10-03T00:00:00.000,Iowa,Female,18-29 years,,68
2020-10-03T00:00:00.000,Iowa,Female,25-34 years,,93
2020-10-03T00:00:00.000,Iowa,Female,30-49 years,14,343
2020-10-03T00:00:00.000,Iowa,Female,35-44 years,,161
2020-10-03T00:00:00.000,Iowa,Female,45-54 years,16,345
2020-10-03T00:00:00.000,Iowa,Female,50-64 years,81,1194
2020-10-03T00:00:00.000,Iowa,Female,55-64 years,70,974
2020-10-03T00:00:00.000,Iowa,Female,65-74 years,110,1696
2020-10-03T00:00:00.000,Iowa,Female,75-84 years,157,2461
2020-10-03T00:00:00.000,Iowa,Female,85 years and over,295,4798
2020-10-03T00:00:00.000,Iowa,Unknown,All Ages,0,
2020-10-03T00:00:00.000,Iowa,Unknown,Under 1 year,0,
2020-10-03T00:00:00.000,Iowa,Unknown,0-17 years,0,
2020-10-03T00:00:00.000,Iowa,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Iowa,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Kansas,All Sexes,All Ages,766,18826
2020-10-03T00:00:00.000,Kansas,Male,All Ages,440,9786
2020-10-03T00:00:00.000,Kansas,Male,Under 1 year,0,72
2020-10-03T00:00:00.000,Kansas,Male,0-17 years,0,126
2020-10-03T00:00:00.000,Kansas,Male,1-4 years,0,
2020-10-03T00:00:00.000,Kansas,Male,5-14 years,0,21
2020-10-03T00:00:00.000,Kansas,Male,15-24 years,,184
2020-10-03T00:00:00.000,Kansas,Male,18-29 years,,290
2020-10-03T00:00:00.000,Kansas,Male,25-34 years,,275
2020-10-03T00:00:00.000,Kansas,Male,30-49 years,22,720
2020-10-03T00:00:00.000,Kansas,Male,35-44 years,,333
2020-10-03T00:00:00.000,Kansas,Male,45-54 years,24,594
2020-10-03T00:00:00.000,Kansas,Male,50-64 years,76,1796
2020-10-03T00:00:00.000,Kansas,Male,55-64 years,64,1445
2020-10-03T00:00:00.000,Kansas,Male,65-74 years,100,2091
2020-10-03T00:00:00.000,Kansas,Male,75-84 years,127,2334
2020-10-03T00:00:00.000,Kansas,Male,85 years and over,112,2429
2020-10-03T00:00:00.000,Kansas,Female,All Ages,326,9039
2020-10-03T00:00:00.000,Kansas,Female,Under 1 year,0,50
2020-10-03T00:00:00.000,Kansas,Female,0-17 years,0,81
2020-10-03T00:00:00.000,Kansas,Female,1-4 years,0,
2020-10-03T00:00:00.000,Kansas,Female,5-14 years,0,15
2020-10-03T00:00:00.000,Kansas,Female,15-24 years,,56
2020-10-03T00:00:00.000,Kansas,Female,18-29 years,,82
2020-10-03T00:00:00.000,Kansas,Female,25-34 years,,104
2020-10-03T00:00:00.000,Kansas,Female,30-49 years,11,399
2020-10-03T00:00:00.000,Kansas,Female,35-44 years,,191
2020-10-03T00:00:00.000,Kansas,Female,45-54 years,,365
2020-10-03T00:00:00.000,Kansas,Female,50-64 years,37,1154
2020-10-03T00:00:00.000,Kansas,Female,55-64 years,32,929
2020-10-03T00:00:00.000,Kansas,Female,65-74 years,53,1541
2020-10-03T00:00:00.000,Kansas,Female,75-84 years,78,2082
2020-10-03T00:00:00.000,Kansas,Female,85 years and over,143,3700
2020-10-03T00:00:00.000,Kansas,Unknown,All Ages,0,
2020-10-03T00:00:00.000,Kansas,Unknown,Under 1 year,0,
2020-10-03T00:00:00.000,Kansas,Unknown,0-17 years,0,
2020-10-03T00:00:00.000,Kansas,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Kansas,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Kentucky,All Sexes,All Ages,1264,33341
2020-10-03T00:00:00.000,Kentucky,Male,All Ages,593,17359
2020-10-03T00:00:00.000,Kentucky,Male,Under 1 year,0,83
2020-10-03T00:00:00.000,Kentucky,Male,0-17 years,0,189
2020-10-03T00:00:00.000,Kentucky,Male,1-4 years,0,21
2020-10-03T00:00:00.000,Kentucky,Male,5-14 years,0,32
2020-10-03T00:00:00.000,Kentucky,Male,15-24 years,0,287
2020-10-03T00:00:00.000,Kentucky,Male,18-29 years,0,475
2020-10-03T00:00:00.000,Kentucky,Male,25-34 years,,567
2020-10-03T00:00:00.000,Kentucky,Male,30-49 years,27,1766
2020-10-03T00:00:00.000,Kentucky,Male,35-44 years,17,882
2020-10-03T00:00:00.000,Kentucky,Male,45-54 years,28,1385
2020-10-03T00:00:00.000,Kentucky,Male,50-64 years,97,3911
2020-10-03T00:00:00.000,Kentucky,Male,55-64 years,77,3084
2020-10-03T00:00:00.000,Kentucky,Male,65-74 years,178,4058
2020-10-03T00:00:00.000,Kentucky,Male,75-84 years,159,4029
2020-10-03T00:00:00.000,Kentucky,Male,85 years and over,132,2931
2020-10-03T00:00:00.000,Kentucky,Female,All Ages,671,15981
2020-10-03T00:00:00.000,Kentucky,Female,Under 1 year,0,73
2020-10-03T00:00:00.000,Kentucky,Female,0-17 years,0,123
2020-10-03T00:00:00.000,Kentucky,Female,1-4 years,0,12
2020-10-03T00:00:00.000,Kentucky,Female,5-14 years,0,26
2020-10-03T00:00:00.000,Kentucky,Female,15-24 years,0,106
2020-10-03T00:00:00.000,Kentucky,Female,18-29 years,0,198
2020-10-03T00:00:00.000,Kentucky,Female,25-34 years,,252
2020-10-03T00:00:00.000,Kentucky,Female,30-49 years,,937
2020-10-03T00:00:00.000,Kentucky,Female,35-44 years,,423
2020-10-03T00:00:00.000,Kentucky,Female,45-54 years,16,903
2020-10-03T00:00:00.000,Kentucky,Female,50-64 years,70,2594
2020-10-03T00:00:00.000,Kentucky,Female,55-64 years,59,2057
2020-10-03T00:00:00.000,Kentucky,Female,65-74 years,116,3110
2020-10-03T00:00:00.000,Kentucky,Female,75-84 years,187,4043
2020-10-03T00:00:00.000,Kentucky,Female,85 years and over,289,4976
2020-10-03T00:00:00.000,Kentucky,Unknown,All Ages,0,
2020-10-03T00:00:00.000,Kentucky,Unknown,Under 1 year,0,
2020-10-03T00:00:00.000,Kentucky,Unknown,0-17 years,0,
2020-10-03T00:00:00.000,Kentucky,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Kentucky,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Louisiana,All Sexes,All Ages,4864,36053
2020-10-03T00:00:00.000,Louisiana,Male,All Ages,2568,18780
2020-10-03T00:00:00.000,Louisiana,Male,Under 1 year,0,117
2020-10-03T00:00:00.000,Louisiana,Male,0-17 years,,239
2020-10-03T00:00:00.000,Louisiana,Male,1-4 years,,27
2020-10-03T00:00:00.000,Louisiana,Male,5-14 years,,47
2020-10-03T00:00:00.000,Louisiana,Male,15-24 years,,292
2020-10-03T00:00:00.000,Louisiana,Male,18-29 years,14,524
2020-10-03T00:00:00.000,Louisiana,Male,25-34 years,20,599
2020-10-03T00:00:00.000,Louisiana,Male,30-49 years,136,1754
2020-10-03T00:00:00.000,Louisiana,Male,35-44 years,57,844
2020-10-03T00:00:00.000,Louisiana,Male,45-54 years,153,1385
2020-10-03T00:00:00.000,Louisiana,Male,50-64 years,465,3966
2020-10-03T00:00:00.000,Louisiana,Male,55-64 years,378,3172
2020-10-03T00:00:00.000,Louisiana,Male,65-74 years,676,4513
2020-10-03T00:00:00.000,Louisiana,Male,75-84 years,755,4417
2020-10-03T00:00:00.000,Louisiana,Male,85 years and over,518,3367
2020-10-03T00:00:00.000,Louisiana,Female,All Ages,2296,17273
2020-10-03T00:00:00.000,Louisiana,Female,Under 1 year,,104
2020-10-03T00:00:00.000,Louisiana,Female,0-17 years,,153
2020-10-03T00:00:00.000,Louisiana,Female,1-4 years,0,12
2020-10-03T00:00:00.000,Louisiana,Female,5-14 years,0,23
2020-10-03T00:00:00.000,Louisiana,Female,15-24 years,,120
2020-10-03T00:00:00.000,Louisiana,Female,18-29 years,10,214
2020-10-03T00:00:00.000,Louisiana,Female,25-34 years,17,279
2020-10-03T00:00:00.000,Louisiana,Female,30-49 years,98,969
2020-10-03T00:00:00.000,Louisiana,Female,35-44 years,50,460
2020-10-03T00:00:00.000,Louisiana,Female,45-54 years,104,876
2020-10-03T00:00:00.000,Louisiana,Female,50-64 years,353,2669
2020-10-03T00:00:00.000,Louisiana,Female,55-64 years,287,2131
2020-10-03T00:00:00.000,Louisiana,Female,65-74 years,441,3313
2020-10-03T00:00:00.000,Louisiana,Female,75-84 years,672,4355
2020-10-03T00:00:00.000,Louisiana,Female,85 years and over,721,5600
2020-10-03T00:00:00.000,Louisiana,Unknown,All Ages,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,Under 1 year,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,0-17 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,1-4 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,5-14 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,15-24 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,18-29 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,25-34 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,30-49 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,35-44 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,45-54 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,50-64 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,55-64 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,65-74 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,75-84 years,0,0
2020-10-03T00:00:00.000,Louisiana,Unknown,85 years and over,0,0
2020-10-03T00:00:00.000,Maine,All Sexes,All Ages,159,10333
2020-10-03T00:00:00.000,Maine,Male,All Ages,75,5436
2020-10-03T00:00:00.000,Maine,Male,Under 1 year,0,23
2020-10-03T00:00:00.000,Maine,Male,0-17 years,0,48
2020-10-03T00:00:00.000,Maine,Male,1-4 years,0,
